Source,Source File,Table Name,Column Name,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Percision,Comment,Valid Values,Logic,Column Order,Lineage,Gap,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping ,HPMMIS RF screen,Medicare Field Name 837I Detail,837 I Claim Header Indicator,837 P Claim Detail Indicator,837 P Claim Header Indicator,Loop #,Element #,Element Description,837 I Claim Detail Indicator,837 I Claim Header Indicator,837 P Claim Detail Indicator,837 P Claim Header Indicator
HPMMIS,Claims,T_CL_PRV_ADDR,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_RCVD_VAL,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_SYS_PRICE,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_USER_PRICE_MODIFIED,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_CCI_CUTBACK,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DNT_DTL,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRUG_CLM,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRUG_DTL,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DUP_AUD_ERR,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_EDT_STA_AUDIT,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_ERR_DTCT,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_ERR_FLD,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_DTL,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_LIFE_SVC_LIMITS,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_MED_CLM,ADD_DATE,Date Record Added,"The date the record was added to HPMMIS. Display format is MMM DD, YYYY where MMM is a 3 character abbreviation for the month, DD is a one or two digit number of the day, and YYYY is a four digit year.",DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,C&E,T_TEMP_GENERIC_TBLOFTBL,ADD_DATE,,DATE RECORD WAS ADDED,DATE,MMMDDYYYY,,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_ACTION,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_ACTV_STA,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_MODIFIER,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PROVIDER,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_RCVD_VAL,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_SYS_PRICE,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,VARCHAR,,Y,, , , , ,,,12,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_USER_PRICE_MODIFIED,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_WORK_ACTION,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_CCI_CUTBACK,ADD_TIME,Time Record Added,The time the record was added to HPMMIS. ,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,C&E,T_TEMP_GENERIC_TBLOFTBL,ADD_TIME,,TIME RECORD WAS ADDED,NUMBER,######,,,,,,,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_ACTION,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_ACTV_STA,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,"675, BAT",,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_MODIFIER,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,SYS. BAT,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PROVIDER,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_RCVD_VAL,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_SYS_PRICE,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,6,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_USER_PRICE_MODIFIED,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_WORK_ACTION,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_CCI_CUTBACK,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DNT_DTL,ADD_USER,Record Added User,Record Added User,CHAR,,Y,, , , , ,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRUG_DTL,ADD_USER,Record Added User,Record Added User,CHAR,,Y,,,,,,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_DTL,ADD_USER,Record Added User,Record Added User,CHAR,,Y,,,,,,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,C&E,T_TEMP_GENERIC_TBLOFTBL,ADD_USER,,ADDED BY USER,VARCHAR,,,,,,,,,,3,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PRV_ADDR,ADDR1,Street Address Line 1,Street Addr address,VARCHAR,,Y,, , , , ,,,55,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PRV_ADDR,ADDR2,Street Address Line 2,Street Addr address,VARCHAR,,Y,, , , , ,,,55,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CAS,ADJ_AMT,,Adjusted Amount,NUMBER,(22.2),Y,,,,,,,,22,,2,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_MED_CAS,ADJ_AMT,,Adjusted Amount,NUMBER,###.##,,,,,,,,,22,,2,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,Adjustment Amount,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CAS,ADJ_GRP_CD,,Adjusted Group Code,CHAR,,Y,,,,,,,,2,,,,"CO = Contractual Obligation
CR = Correction and Reversal
OA = Other Adjustment 
PI  = Payor Initiated Reductions
PR = Patient Responsibility",,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_MED_CAS,ADJ_GRP_CD,,Adjusted group code,CHAR,,,,,,,,,,2,,,,"CR = Correction Obligation, OA = Other Adjustment, PR = Patient Responsibility, CO = Conmtractual Obligation, PI = Payor Intiated Reductions",,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_CLM_EVV,ADJ_IN_DAT_TIME,,Adjusted Check in date and time,DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_ENC_EVV,ADJ_IN_DATE_TIME,,Adjusted Check in date and time,DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_CLM_EVV,ADJ_OUT_DAT_TIME,,Adjusted Check out date and time,DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_ENC_EVV,ADJ_OUT_DATE_TIME,,Adjusted Check out date and time,DATE,YYYYMMDD,Y,,,,,,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CAS,ADJ_QTY,,Adjusted Quantity ,NUMBER,,Y,,,,,,,,22,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,Adjustment Quantity,,,2320,"CAS04, CAS07, CAS10, CAS13, CAS16, CAS19",,,,,
HPMMIS,Encounters,T_EC_MED_CAS,ADJ_QTY,,Adjustment quanity,NUMBER,,,,,,,,,,1,,,"0,1,2,....",Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,RF702,,,,Adjustment Quantity,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CAS,ADJ_RSN_CD,,Adjusted Reason Code,CHAR,,Y,,,,,,,,5,,,See Claim Adjustment Reason Code Tab,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,RF702,,,,,,,,,,,
